Product ID,Date,Demand Store ID,Sales Quantity,Demand Price,Promotions,Seasonality Factors,External Factors,Demand Trend,Customer Segments,Inventory Store ID,Stock Levels,Supplier Lead Time (days),Stockout Frequency,Reorder Point,Expiry Date,Warehouse Capacity,Order Fulfillment Time (days),Pricing Store ID,Pricing Price,Competitor Prices,Discounts,Sales Volume,Customer Reviews,Return Rate (%),Storage Cost,Elasticity Index
6143,2024-02-16,97,238,37.24,Yes,Holiday,,Increasing,Premium,89,281,14,6,194,2024-08-06,4075,7,52,33.8,21.99,40.66,466,1,17.13,3.27,1.66
6143,2024-02-16,97,238,37.24,Yes,Holiday,,Increasing,Premium,89,281,14,6,194,2024-08-06,4075,7,37,35.12,56.25,16.42,243,1,11.3,7.36,0.6
2577,2024-05-18,74,237,35.26,No,Festival,Economic Indicator,Decreasing,Budget,24,397,25,13,66,2024-03-22,3598,9,95,43.37,34.56,12.5,83,1,17.6,2.43,1.14
5684,2024-11-04,36,95,17.31,Yes,,Competitor Pricing,Increasing,Regular,56,188,2,9,122,2024-12-26,4200,7,72,98.69,37.3,23.05,15,1,18.43,4.17,1.85
5684,2024-11-04,36,95,17.31,Yes,,Competitor Pricing,Increasing,Regular,83,583,17,3,17,2024-09-12,2170,7,72,98.69,37.3,23.05,15,1,18.43,4.17,1.85
5684,2024-11-04,36,95,17.31,Yes,,Competitor Pricing,Increasing,Regular,62,328,2,18,182,2024-06-01,4286,10,72,98.69,37.3,23.05,15,1,18.43,4.17,1.85
8519,2024-11-22,49,248,91.0,No,Festival,Economic Indicator,Increasing,Regular,67,725,8,7,126,2024-06-23,2617,8,46,96.58,65.75,9.14,227,3,10.71,1.11,1.68
8519,2024-11-22,49,248,91.0,No,Festival,Economic Indicator,Increasing,Regular,67,725,8,7,126,2024-06-23,2617,8,22,75.86,56.98,42.2,169,3,12.71,5.12,1.91
8519,2024-11-22,49,248,91.0,No,Festival,Economic Indicator,Increasing,Regular,67,725,8,7,126,2024-06-23,2617,8,16,82.39,65.88,2.34,306,3,17.84,3.29,1.25
8519,2024-11-22,49,248,91.0,No,Festival,Economic Indicator,Increasing,Regular,52,182,4,14,77,2024-02-18,3505,13,46,96.58,65.75,9.14,227,3,10.71,1.11,1.68
8519,2024-11-22,49,248,91.0,No,Festival,Economic Indicator,Increasing,Regular,52,182,4,14,77,2024-02-18,3505,13,22,75.86,56.98,42.2,169,3,12.71,5.12,1.91
8519,2024-11-22,49,248,91.0,No,Festival,Economic Indicator,Increasing,Regular,52,182,4,14,77,2024-02-18,3505,13,16,82.39,65.88,2.34,306,3,17.84,3.29,1.25
8519,2024-11-22,49,248,91.0,No,Festival,Economic Indicator,Increasing,Regular,53,969,22,15,182,2024-09-11,3010,6,46,96.58,65.75,9.14,227,3,10.71,1.11,1.68
8519,2024-11-22,49,248,91.0,No,Festival,Economic Indicator,Increasing,Regular,53,969,22,15,182,2024-09-11,3010,6,22,75.86,56.98,42.2,169,3,12.71,5.12,1.91
8519,2024-11-22,49,248,91.0,No,Festival,Economic Indicator,Increasing,Regular,53,969,22,15,182,2024-09-11,3010,6,16,82.39,65.88,2.34,306,3,17.84,3.29,1.25
8519,2024-11-22,49,248,91.0,No,Festival,Economic Indicator,Increasing,Regular,65,660,1,19,106,2024-05-12,4864,5,46,96.58,65.75,9.14,227,3,10.71,1.11,1.68
8519,2024-11-22,49,248,91.0,No,Festival,Economic Indicator,Increasing,Regular,65,660,1,19,106,2024-05-12,4864,5,22,75.86,56.98,42.2,169,3,12.71,5.12,1.91
8519,2024-11-22,49,248,91.0,No,Festival,Economic Indicator,Increasing,Regular,65,660,1,19,106,2024-05-12,4864,5,16,82.39,65.88,2.34,306,3,17.84,3.29,1.25
8519,2024-11-22,49,248,91.0,No,Festival,Economic Indicator,Increasing,Regular,52,777,24,8,87,2024-11-27,4806,1,46,96.58,65.75,9.14,227,3,10.71,1.11,1.68
8519,2024-11-22,49,248,91.0,No,Festival,Economic Indicator,Increasing,Regular,52,777,24,8,87,2024-11-27,4806,1,22,75.86,56.98,42.2,169,3,12.71,5.12,1.91
8519,2024-11-22,49,248,91.0,No,Festival,Economic Indicator,Increasing,Regular,52,777,24,8,87,2024-11-27,4806,1,16,82.39,65.88,2.34,306,3,17.84,3.29,1.25
6487,2024-02-05,43,343,65.08,Yes,Festival,Weather,Decreasing,Budget,63,200,13,6,21,2024-08-01,2453,3,20,30.99,70.53,29.58,492,4,4.39,1.91,2.3
6487,2024-02-05,43,343,65.08,Yes,Festival,Weather,Decreasing,Budget,33,894,2,12,18,2024-11-23,2747,11,20,30.99,70.53,29.58,492,4,4.39,1.91,2.3
6487,2024-02-05,43,343,65.08,Yes,Festival,Weather,Decreasing,Budget,59,747,28,13,11,2024-05-24,2287,2,20,30.99,70.53,29.58,492,4,4.39,1.91,2.3
6487,2024-02-05,43,343,65.08,Yes,Festival,Weather,Decreasing,Budget,33,753,22,3,184,2024-06-22,3003,9,20,30.99,70.53,29.58,492,4,4.39,1.91,2.3
9186,2024-05-31,56,314,8.1,No,Festival,Weather,Decreasing,Regular,33,220,12,10,89,2024-07-25,4429,7,1,58.33,68.52,31.78,118,1,19.88,3.43,1.86
3311,2024-01-11,36,420,46.38,No,Festival,Economic Indicator,Increasing,Budget,39,540,16,10,130,2024-01-03,1187,14,69,88.78,42.81,23.17,304,1,15.98,9.48,1.05
4836,2024-06-21,89,324,97.26,No,Holiday,Economic Indicator,Stable,Budget,22,639,2,0,46,2024-04-09,2107,2,71,38.16,34.07,28.41,4,4,18.62,5.02,2.13
2389,2024-11-06,17,131,99.33,Yes,Holiday,,Increasing,Premium,71,825,6,16,117,2024-02-08,4375,8,73,63.38,11.37,0.08,336,3,7.88,5.84,1.57
2389,2024-11-06,17,131,99.33,Yes,Holiday,,Increasing,Premium,71,825,6,16,117,2024-02-08,4375,8,90,48.39,64.33,22.1,356,3,0.53,1.53,2.06
2389,2024-11-06,17,131,99.33,Yes,Holiday,,Increasing,Premium,71,825,6,16,117,2024-02-08,4375,8,54,58.51,30.98,6.31,384,2,12.46,4.77,0.63
2389,2024-11-06,17,131,99.33,Yes,Holiday,,Increasing,Premium,86,844,11,6,60,2024-05-17,1965,8,73,63.38,11.37,0.08,336,3,7.88,5.84,1.57
2389,2024-11-06,17,131,99.33,Yes,Holiday,,Increasing,Premium,86,844,11,6,60,2024-05-17,1965,8,90,48.39,64.33,22.1,356,3,0.53,1.53,2.06
2389,2024-11-06,17,131,99.33,Yes,Holiday,,Increasing,Premium,86,844,11,6,60,2024-05-17,1965,8,54,58.51,30.98,6.31,384,2,12.46,4.77,0.63
5820,2024-09-12,38,392,62.33,Yes,,,Stable,Regular,60,710,14,15,34,2024-02-04,3538,2,38,18.21,75.16,0.6,461,2,18.42,4.74,1.91
5820,2024-09-12,38,392,62.33,Yes,,,Stable,Regular,60,710,14,15,34,2024-02-04,3538,2,66,82.21,60.75,26.93,48,2,13.27,3.27,0.79
5820,2024-09-12,38,392,62.33,Yes,,,Stable,Regular,60,710,14,15,34,2024-02-04,3538,2,95,59.9,83.63,18.93,342,1,18.03,3.44,1.54
1723,2024-10-16,19,342,85.53,Yes,Festival,Competitor Pricing,Stable,Premium,40,795,1,8,151,2024-06-26,4272,12,16,43.75,9.29,28.76,141,1,4.56,7.21,2.2
5314,2024-11-16,82,78,98.83,Yes,Festival,,Decreasing,Budget,11,592,3,17,70,2024-05-29,1817,14,62,15.16,42.84,31.73,16,2,5.64,6.82,1.39
5314,2024-11-16,82,78,98.83,Yes,Festival,,Decreasing,Budget,11,592,3,17,70,2024-05-29,1817,14,59,65.74,17.23,8.74,460,3,9.27,9.24,1.47
5314,2024-11-16,82,78,98.83,Yes,Festival,,Decreasing,Budget,22,230,19,0,189,2024-08-06,4054,10,62,15.16,42.84,31.73,16,2,5.64,6.82,1.39
5314,2024-11-16,82,78,98.83,Yes,Festival,,Decreasing,Budget,22,230,19,0,189,2024-08-06,4054,10,59,65.74,17.23,8.74,460,3,9.27,9.24,1.47
7483,2024-02-08,79,448,37.6,No,Holiday,Weather,Increasing,Regular,74,444,18,2,62,2024-04-15,1383,5,78,45.81,15.85,3.6,384,1,10.37,2.83,1.92
1311,2024-06-29,2,416,96.13,Yes,,Competitor Pricing,Increasing,Budget,78,143,27,0,59,2024-06-02,1475,10,37,54.13,57.01,4.69,259,1,6.11,6.27,1.79
1311,2024-06-29,2,416,96.13,Yes,,Competitor Pricing,Increasing,Budget,78,143,27,0,59,2024-06-02,1475,10,95,26.66,15.78,12.48,356,4,4.17,6.66,0.75
1311,2024-06-29,2,416,96.13,Yes,,Competitor Pricing,Increasing,Budget,78,143,27,0,59,2024-06-02,1475,10,36,76.9,44.75,13.51,475,4,7.53,3.22,1.8
1311,2024-06-29,2,416,96.13,Yes,,Competitor Pricing,Increasing,Budget,38,210,26,15,170,2024-03-19,3464,7,37,54.13,57.01,4.69,259,1,6.11,6.27,1.79
1311,2024-06-29,2,416,96.13,Yes,,Competitor Pricing,Increasing,Budget,38,210,26,15,170,2024-03-19,3464,7,95,26.66,15.78,12.48,356,4,4.17,6.66,0.75
1311,2024-06-29,2,416,96.13,Yes,,Competitor Pricing,Increasing,Budget,38,210,26,15,170,2024-03-19,3464,7,36,76.9,44.75,13.51,475,4,7.53,3.22,1.8
1474,2024-03-10,56,145,46.46,Yes,,Competitor Pricing,Increasing,Budget,76,926,2,10,35,2024-02-08,3768,12,51,67.87,22.37,10.16,50,4,0.83,8.19,1.16
1474,2024-03-10,56,145,46.46,Yes,,Competitor Pricing,Increasing,Budget,76,926,2,10,35,2024-02-08,3768,12,58,60.55,70.75,42.16,289,1,13.61,2.78,0.75
1474,2024-03-10,56,145,46.46,Yes,,Competitor Pricing,Increasing,Budget,76,926,2,10,35,2024-02-08,3768,12,57,38.16,80.19,18.98,116,4,15.92,8.3,2.07
1474,2024-03-10,56,145,46.46,Yes,,Competitor Pricing,Increasing,Budget,76,926,2,10,35,2024-02-08,3768,12,99,79.22,48.59,7.04,486,4,1.1,9.92,1.35
1474,2024-03-10,56,145,46.46,Yes,,Competitor Pricing,Increasing,Budget,24,424,10,3,84,2024-01-10,4845,7,51,67.87,22.37,10.16,50,4,0.83,8.19,1.16
1474,2024-03-10,56,145,46.46,Yes,,Competitor Pricing,Increasing,Budget,24,424,10,3,84,2024-01-10,4845,7,58,60.55,70.75,42.16,289,1,13.61,2.78,0.75
1474,2024-03-10,56,145,46.46,Yes,,Competitor Pricing,Increasing,Budget,24,424,10,3,84,2024-01-10,4845,7,57,38.16,80.19,18.98,116,4,15.92,8.3,2.07
1474,2024-03-10,56,145,46.46,Yes,,Competitor Pricing,Increasing,Budget,24,424,10,3,84,2024-01-10,4845,7,99,79.22,48.59,7.04,486,4,1.1,9.92,1.35
1474,2024-03-10,56,145,46.46,Yes,,Competitor Pricing,Increasing,Budget,88,234,3,18,182,2024-10-24,4538,9,51,67.87,22.37,10.16,50,4,0.83,8.19,1.16
1474,2024-03-10,56,145,46.46,Yes,,Competitor Pricing,Increasing,Budget,88,234,3,18,182,2024-10-24,4538,9,58,60.55,70.75,42.16,289,1,13.61,2.78,0.75
1474,2024-03-10,56,145,46.46,Yes,,Competitor Pricing,Increasing,Budget,88,234,3,18,182,2024-10-24,4538,9,57,38.16,80.19,18.98,116,4,15.92,8.3,2.07
1474,2024-03-10,56,145,46.46,Yes,,Competitor Pricing,Increasing,Budget,88,234,3,18,182,2024-10-24,4538,9,99,79.22,48.59,7.04,486,4,1.1,9.92,1.35
9143,2024-11-07,17,76,31.75,No,Holiday,,Decreasing,Regular,62,608,28,19,186,2024-08-08,2828,13,49,69.15,51.63,1.23,111,3,13.81,3.33,1.8
9143,2024-11-07,17,76,31.75,No,Holiday,,Decreasing,Regular,62,608,28,19,186,2024-08-08,2828,13,79,5.04,49.67,42.89,334,3,17.38,1.24,1.22
9143,2024-11-07,17,76,31.75,No,Holiday,,Decreasing,Regular,62,608,28,19,186,2024-08-08,2828,13,45,74.03,41.73,16.62,273,3,8.43,1.89,0.93
7625,2024-11-30,70,265,82.9,No,Holiday,Weather,Decreasing,Budget,27,389,20,11,96,2024-07-06,1763,10,65,89.06,68.67,13.46,164,4,8.05,9.74,1.12
7625,2024-11-30,70,265,82.9,No,Holiday,Weather,Decreasing,Budget,54,724,21,18,88,2024-08-04,2262,9,65,89.06,68.67,13.46,164,4,8.05,9.74,1.12
4252,2024-09-28,51,200,72.41,No,Festival,Weather,Increasing,Regular,77,989,6,8,27,2024-08-08,1890,11,69,94.53,77.79,6.83,59,4,15.48,7.31,1.49
4605,2024-07-21,93,473,40.0,No,,Competitor Pricing,Stable,Budget,37,896,6,15,29,2024-01-03,2960,13,10,32.5,24.66,13.24,153,1,12.54,5.6,2.27
4605,2024-07-21,93,473,40.0,No,,Competitor Pricing,Stable,Budget,37,896,6,15,29,2024-01-03,2960,13,10,29.0,31.05,12.14,405,3,2.24,8.89,1.96
4605,2024-07-21,93,473,40.0,No,,Competitor Pricing,Stable,Budget,37,896,6,15,29,2024-01-03,2960,13,5,69.67,19.97,49.1,250,2,3.72,5.38,1.87
4605,2024-07-21,93,473,40.0,No,,Competitor Pricing,Stable,Budget,37,896,6,15,29,2024-01-03,2960,13,53,15.31,70.45,21.58,367,3,8.73,2.42,1.03
4605,2024-07-21,93,473,40.0,No,,Competitor Pricing,Stable,Budget,37,896,6,15,29,2024-01-03,2960,13,6,6.07,95.15,42.26,127,4,8.01,6.82,1.66
4605,2024-07-21,93,473,40.0,No,,Competitor Pricing,Stable,Budget,48,864,25,5,195,2024-05-15,1186,11,10,32.5,24.66,13.24,153,1,12.54,5.6,2.27
4605,2024-07-21,93,473,40.0,No,,Competitor Pricing,Stable,Budget,48,864,25,5,195,2024-05-15,1186,11,10,29.0,31.05,12.14,405,3,2.24,8.89,1.96
4605,2024-07-21,93,473,40.0,No,,Competitor Pricing,Stable,Budget,48,864,25,5,195,2024-05-15,1186,11,5,69.67,19.97,49.1,250,2,3.72,5.38,1.87
4605,2024-07-21,93,473,40.0,No,,Competitor Pricing,Stable,Budget,48,864,25,5,195,2024-05-15,1186,11,53,15.31,70.45,21.58,367,3,8.73,2.42,1.03
4605,2024-07-21,93,473,40.0,No,,Competitor Pricing,Stable,Budget,48,864,25,5,195,2024-05-15,1186,11,6,6.07,95.15,42.26,127,4,8.01,6.82,1.66
8734,2024-02-06,68,220,86.36,No,,,Increasing,Budget,94,50,9,7,80,2024-06-30,4079,14,18,68.07,49.29,7.77,414,4,7.33,4.96,2.05
8734,2024-02-06,68,220,86.36,No,,,Increasing,Budget,29,537,21,10,40,2024-07-06,2244,1,18,68.07,49.29,7.77,414,4,7.33,4.96,2.05
5725,2024-04-29,15,444,84.96,Yes,Holiday,Economic Indicator,Increasing,Regular,33,522,12,4,97,2024-07-06,3285,7,3,37.14,53.04,7.63,237,2,11.27,3.78,0.87
5725,2024-04-29,15,444,84.96,Yes,Holiday,Economic Indicator,Increasing,Regular,33,522,12,4,97,2024-07-06,3285,7,6,20.63,63.18,48.0,243,2,4.75,8.01,1.02
7240,2024-12-09,76,371,96.03,No,Holiday,Competitor Pricing,Increasing,Regular,59,202,8,15,27,2024-04-07,4486,8,4,15.89,89.92,34.24,260,4,1.47,2.37,1.82
7240,2024-12-09,76,371,96.03,No,Holiday,Competitor Pricing,Increasing,Regular,59,202,8,15,27,2024-04-07,4486,8,33,74.35,72.44,26.97,305,3,18.99,8.38,0.52
1898,2024-09-30,90,345,23.14,Yes,Holiday,,Stable,Regular,23,140,8,6,71,2024-07-18,2111,4,22,5.68,25.29,29.65,175,3,0.83,9.36,1.08
1898,2024-09-30,90,345,23.14,Yes,Holiday,,Stable,Regular,23,140,8,6,71,2024-07-18,2111,4,72,82.9,99.38,26.21,129,2,16.78,4.45,1.95
1898,2024-09-30,90,345,23.14,Yes,Holiday,,Stable,Regular,65,269,7,14,187,2024-08-09,2204,13,22,5.68,25.29,29.65,175,3,0.83,9.36,1.08
1898,2024-09-30,90,345,23.14,Yes,Holiday,,Stable,Regular,65,269,7,14,187,2024-08-09,2204,13,72,82.9,99.38,26.21,129,2,16.78,4.45,1.95
1898,2024-09-30,90,345,23.14,Yes,Holiday,,Stable,Regular,31,628,1,14,92,2024-11-06,2979,4,22,5.68,25.29,29.65,175,3,0.83,9.36,1.08
1898,2024-09-30,90,345,23.14,Yes,Holiday,,Stable,Regular,31,628,1,14,92,2024-11-06,2979,4,72,82.9,99.38,26.21,129,2,16.78,4.45,1.95
9633,2024-09-22,80,295,17.51,Yes,Festival,Weather,Decreasing,Regular,36,189,1,6,21,2024-03-17,3903,14,45,57.0,98.24,49.88,158,3,5.75,7.43,1.92
9633,2024-09-22,80,295,17.51,Yes,Festival,Weather,Decreasing,Regular,80,229,17,15,75,2024-10-22,2157,14,45,57.0,98.24,49.88,158,3,5.75,7.43,1.92
7569,2024-06-05,27,372,66.58,No,,Competitor Pricing,Increasing,Budget,9,796,25,19,179,2024-01-16,2298,5,62,92.59,44.99,15.71,262,3,3.18,6.51,2.17
7569,2024-06-05,27,372,66.58,No,,Competitor Pricing,Increasing,Budget,9,796,25,19,179,2024-01-16,2298,5,69,93.54,34.36,24.13,184,4,18.83,7.19,1.16
7569,2024-06-05,27,372,66.58,No,,Competitor Pricing,Increasing,Budget,9,796,25,19,179,2024-01-16,2298,5,23,33.29,54.45,5.92,217,2,10.93,5.55,2.18
7569,2024-06-05,27,372,66.58,No,,Competitor Pricing,Increasing,Budget,9,796,25,19,179,2024-01-16,2298,5,94,63.34,89.64,21.2,495,2,6.13,8.04,1.29
7569,2024-06-05,27,372,66.58,No,,Competitor Pricing,Increasing,Budget,29,530,20,0,25,2024-10-10,2053,8,62,92.59,44.99,15.71,262,3,3.18,6.51,2.17
7569,2024-06-05,27,372,66.58,No,,Competitor Pricing,Increasing,Budget,29,530,20,0,25,2024-10-10,2053,8,69,93.54,34.36,24.13,184,4,18.83,7.19,1.16
7569,2024-06-05,27,372,66.58,No,,Competitor Pricing,Increasing,Budget,29,530,20,0,25,2024-10-10,2053,8,23,33.29,54.45,5.92,217,2,10.93,5.55,2.18
7569,2024-06-05,27,372,66.58,No,,Competitor Pricing,Increasing,Budget,29,530,20,0,25,2024-10-10,2053,8,94,63.34,89.64,21.2,495,2,6.13,8.04,1.29
3705,2024-06-17,73,351,79.28,Yes,Festival,,Increasing,Budget,53,453,10,16,160,2024-02-03,2223,11,32,47.95,74.0,20.93,323,4,18.54,1.65,0.91
1161,2024-08-31,15,104,52.64,No,Holiday,Economic Indicator,Decreasing,Budget,28,682,27,15,132,2024-09-20,3430,9,52,91.89,92.56,9.44,466,2,7.49,2.05,0.67
1161,2024-08-31,15,104,52.64,No,Holiday,Economic Indicator,Decreasing,Budget,28,682,27,15,132,2024-09-20,3430,9,26,35.48,70.69,32.74,212,2,13.25,4.24,2.44
1161,2024-08-31,15,104,52.64,No,Holiday,Economic Indicator,Decreasing,Budget,9,971,17,12,156,2024-10-07,2761,9,52,91.89,92.56,9.44,466,2,7.49,2.05,0.67
1161,2024-08-31,15,104,52.64,No,Holiday,Economic Indicator,Decreasing,Budget,9,971,17,12,156,2024-10-07,2761,9,26,35.48,70.69,32.74,212,2,13.25,4.24,2.44
1161,2024-08-31,15,104,52.64,No,Holiday,Economic Indicator,Decreasing,Budget,33,365,10,17,172,2024-10-12,4103,8,52,91.89,92.56,9.44,466,2,7.49,2.05,0.67
1161,2024-08-31,15,104,52.64,No,Holiday,Economic Indicator,Decreasing,Budget,33,365,10,17,172,2024-10-12,4103,8,26,35.48,70.69,32.74,212,2,13.25,4.24,2.44
3741,2024-02-02,72,18,75.75,Yes,Festival,,Increasing,Regular,97,674,13,1,107,2024-12-11,4410,4,53,18.33,14.02,19.88,86,3,7.52,4.79,1.12
3741,2024-02-02,72,18,75.75,Yes,Festival,,Increasing,Regular,97,674,13,1,107,2024-12-11,4410,4,48,15.65,7.53,46.04,470,1,9.73,4.52,1.56
3741,2024-02-02,72,18,75.75,Yes,Festival,,Increasing,Regular,97,674,13,1,107,2024-12-11,4410,4,53,42.55,53.21,41.81,159,3,7.32,5.9,1.93
2523,2024-08-18,49,363,7.78,Yes,,Competitor Pricing,Decreasing,Premium,26,621,20,10,147,2024-06-14,4529,8,72,84.45,39.89,49.07,449,2,0.69,8.3,1.72
4989,2024-08-19,92,68,79.21,No,Holiday,Economic Indicator,Increasing,Regular,8,614,20,19,169,2024-12-04,4388,2,48,43.34,59.31,3.45,448,3,3.22,1.7,2.08
4989,2024-08-19,92,68,79.21,No,Holiday,Economic Indicator,Increasing,Regular,47,51,17,15,164,2024-01-14,3025,9,48,43.34,59.31,3.45,448,3,3.22,1.7,2.08
6013,2024-04-18,38,325,60.02,No,Festival,Economic Indicator,Stable,Premium,19,658,11,18,19,2024-11-24,2991,4,80,65.95,83.93,40.09,86,1,5.55,5.73,2.34
6013,2024-04-18,38,325,60.02,No,Festival,Economic Indicator,Stable,Premium,19,658,11,18,19,2024-11-24,2991,4,54,86.93,49.36,14.17,384,4,9.12,6.47,1.17
8370,2024-03-06,79,158,25.31,No,Holiday,Competitor Pricing,Decreasing,Budget,25,81,16,5,76,2024-10-06,2618,8,99,46.62,16.11,40.99,482,4,10.33,9.21,2.06
8370,2024-03-06,79,158,25.31,No,Holiday,Competitor Pricing,Decreasing,Budget,25,81,16,5,76,2024-10-06,2618,8,73,61.26,88.15,28.83,208,4,3.58,8.91,1.85
2257,2024-07-10,9,396,71.85,No,Holiday,Competitor Pricing,Decreasing,Premium,11,391,16,12,50,2024-01-23,3327,4,44,46.89,64.85,40.59,37,4,8.58,5.15,2.27
2257,2024-07-10,9,396,71.85,No,Holiday,Competitor Pricing,Decreasing,Premium,11,391,16,12,50,2024-01-23,3327,4,32,10.38,85.44,4.88,137,4,6.89,9.04,1.63
5074,2024-02-21,47,279,37.72,Yes,,Competitor Pricing,Stable,Premium,22,523,11,16,88,2024-08-05,1406,3,14,84.25,44.78,14.65,411,3,18.63,5.61,1.78
5074,2024-02-21,47,279,37.72,Yes,,Competitor Pricing,Stable,Premium,43,244,19,19,120,2024-12-28,1747,8,14,84.25,44.78,14.65,411,3,18.63,5.61,1.78
7666,2024-06-30,49,90,84.77,No,Festival,Weather,Stable,Budget,49,275,26,14,94,2024-04-02,4182,2,16,23.92,31.64,2.84,206,4,8.0,4.25,1.83
7666,2024-06-30,49,90,84.77,No,Festival,Weather,Stable,Budget,88,729,12,4,82,2024-01-23,1547,9,16,23.92,31.64,2.84,206,4,8.0,4.25,1.83
5020,2024-05-10,54,26,21.81,No,Festival,Weather,Increasing,Budget,34,215,11,0,144,2024-07-19,4677,7,22,37.02,51.14,38.32,296,2,16.45,4.96,0.57
5020,2024-05-10,54,26,21.81,No,Festival,Weather,Increasing,Budget,86,111,2,16,45,2024-06-08,3375,14,22,37.02,51.14,38.32,296,2,16.45,4.96,0.57
2912,2024-06-23,76,75,69.29,No,Festival,Economic Indicator,Increasing,Premium,36,901,27,13,111,2024-06-06,3597,9,81,46.25,14.31,2.12,449,4,10.65,4.98,1.8
2912,2024-06-23,76,75,69.29,No,Festival,Economic Indicator,Increasing,Premium,36,901,27,13,111,2024-06-06,3597,9,49,16.13,49.46,2.63,440,2,11.47,4.16,1.6
2912,2024-06-23,76,75,69.29,No,Festival,Economic Indicator,Increasing,Premium,36,901,27,13,111,2024-06-06,3597,9,9,7.3,91.53,19.42,451,1,8.08,5.76,1.54
2912,2024-06-23,76,75,69.29,No,Festival,Economic Indicator,Increasing,Premium,58,466,2,9,28,2024-08-03,4021,6,81,46.25,14.31,2.12,449,4,10.65,4.98,1.8
2912,2024-06-23,76,75,69.29,No,Festival,Economic Indicator,Increasing,Premium,58,466,2,9,28,2024-08-03,4021,6,49,16.13,49.46,2.63,440,2,11.47,4.16,1.6
2912,2024-06-23,76,75,69.29,No,Festival,Economic Indicator,Increasing,Premium,58,466,2,9,28,2024-08-03,4021,6,9,7.3,91.53,19.42,451,1,8.08,5.76,1.54
5561,2024-09-13,43,295,10.19,Yes,Festival,Competitor Pricing,Increasing,Regular,87,966,14,12,95,2024-06-18,3145,4,90,25.16,55.98,17.93,22,4,13.7,1.89,1.33
3197,2024-09-01,45,241,85.95,Yes,,Weather,Decreasing,Regular,4,885,17,4,132,2024-11-04,3153,8,76,84.2,45.23,38.36,223,2,8.89,1.34,1.85
3197,2024-09-01,45,241,85.95,Yes,,Weather,Decreasing,Regular,4,885,17,4,132,2024-11-04,3153,8,73,60.65,84.93,36.99,399,4,3.03,5.42,2.31
3197,2024-09-01,45,241,85.95,Yes,,Weather,Decreasing,Regular,4,885,17,4,132,2024-11-04,3153,8,78,10.59,74.12,22.9,438,2,13.75,2.29,2.36
5230,2024-12-16,47,483,65.78,Yes,Holiday,,Stable,Premium,38,953,5,7,145,2024-11-22,1480,12,20,54.22,26.16,47.62,380,3,15.18,3.32,1.17
5230,2024-12-16,47,483,65.78,Yes,Holiday,,Stable,Premium,28,628,10,18,60,2024-01-20,4445,6,20,54.22,26.16,47.62,380,3,15.18,3.32,1.17
5230,2024-12-16,47,483,65.78,Yes,Holiday,,Stable,Premium,79,63,27,2,168,2024-03-22,3536,7,20,54.22,26.16,47.62,380,3,15.18,3.32,1.17
5230,2024-12-16,47,483,65.78,Yes,Holiday,,Stable,Premium,40,796,10,10,99,2024-10-07,3102,3,20,54.22,26.16,47.62,380,3,15.18,3.32,1.17
5907,2024-04-30,40,446,52.05,Yes,Holiday,,Stable,Budget,2,410,3,13,88,2024-10-01,4350,2,51,34.17,22.74,49.03,281,2,0.1,1.91,1.12
5907,2024-04-30,40,446,52.05,Yes,Holiday,,Stable,Budget,2,410,3,13,88,2024-10-01,4350,2,55,36.13,17.66,3.3,265,4,3.29,5.64,2.07
5907,2024-04-30,40,446,52.05,Yes,Holiday,,Stable,Budget,1,601,24,15,128,2024-08-03,1294,6,51,34.17,22.74,49.03,281,2,0.1,1.91,1.12
5907,2024-04-30,40,446,52.05,Yes,Holiday,,Stable,Budget,1,601,24,15,128,2024-08-03,1294,6,55,36.13,17.66,3.3,265,4,3.29,5.64,2.07
5907,2024-04-30,40,446,52.05,Yes,Holiday,,Stable,Budget,5,559,22,15,74,2024-02-12,3449,4,51,34.17,22.74,49.03,281,2,0.1,1.91,1.12
5907,2024-04-30,40,446,52.05,Yes,Holiday,,Stable,Budget,5,559,22,15,74,2024-02-12,3449,4,55,36.13,17.66,3.3,265,4,3.29,5.64,2.07
5907,2024-04-30,40,446,52.05,Yes,Holiday,,Stable,Budget,90,282,25,19,173,2024-03-18,4983,2,51,34.17,22.74,49.03,281,2,0.1,1.91,1.12
5907,2024-04-30,40,446,52.05,Yes,Holiday,,Stable,Budget,90,282,25,19,173,2024-03-18,4983,2,55,36.13,17.66,3.3,265,4,3.29,5.64,2.07
8653,2024-10-26,48,421,38.58,Yes,Holiday,Economic Indicator,Stable,Budget,89,884,12,6,44,2024-07-01,4038,14,54,24.73,23.41,37.43,82,3,4.49,6.88,2.04
8653,2024-10-26,48,421,38.58,Yes,Holiday,Economic Indicator,Stable,Budget,94,98,10,16,160,2024-06-18,3979,4,54,24.73,23.41,37.43,82,3,4.49,6.88,2.04
3082,2024-12-17,50,280,27.27,No,Holiday,Competitor Pricing,Decreasing,Premium,55,504,5,13,72,2024-11-14,1435,5,77,46.96,13.71,31.34,335,4,14.37,5.84,1.39
3082,2024-12-17,50,280,27.27,No,Holiday,Competitor Pricing,Decreasing,Premium,55,504,5,13,72,2024-11-14,1435,5,94,59.44,38.53,20.78,482,4,13.49,7.6,1.28
3082,2024-12-17,50,280,27.27,No,Holiday,Competitor Pricing,Decreasing,Premium,55,504,5,13,72,2024-11-14,1435,5,63,99.71,74.95,21.59,269,1,16.31,3.79,1.56
