Product ID,Mean_Daily_Demand,Demand_Std_Dev,Total_Sales_Records,Mean_Supplier_Lead_Time,Lead_Time_Std_Dev,Current_Reorder_Point,Current_Stock_Levels,Warehouse_Capacity,Mean_Price,Mean_Storage_Cost,Elasticity_Index,Shortage_Penalty
3362,299.33,108.67,3,13.5,9.5,32.0,135.0,2591.0,53.46,6.9,1.89,80.19
3364,335.0,10.0,1,15.0,1.5,119.0,88.0,2763.0,48.7,5.19,1.57,73.04
3366,366.0,36.0,2,15.5,0.5,59.5,527.0,2215.5,81.28,5.46,1.7,121.93
3368,249.33,153.94,3,10.5,1.5,192.0,90.5,2204.5,79.04,9.53,0.77,118.56
3369,124.0,10.0,1,24.0,4.0,80.5,85.0,3199.0,43.84,4.44,1.61,65.76
3373,385.5,92.5,2,15.0,2.16,59.0,433.67,4030.67,57.82,2.84,1.02,86.73
3379,439.0,10.0,1,10.0,10.61,63.33,439.33,3179.33,36.52,8.8,1.46,54.78
3380,84.5,17.5,2,11.0,7.97,89.0,555.0,2830.0,42.66,7.78,1.62,63.99
3382,163.0,10.0,1,26.0,1.5,160.0,75.5,2974.5,24.39,7.37,2.14,36.58
3385,304.0,10.0,1,18.33,4.64,103.0,400.33,3291.33,42.14,4.83,2.08,63.21
3386,38.0,10.0,1,27.0,1.5,160.0,114.0,4906.0,38.76,4.47,2.25,58.14
3387,266.0,10.0,1,25.0,1.5,129.0,911.0,1246.0,50.95,4.86,1.18,76.43
3389,16.5,5.5,2,10.0,2.0,116.5,716.5,3024.5,97.96,9.71,1.32,146.94
3390,142.0,1.0,2,16.0,1.5,109.0,337.0,1563.0,96.49,3.24,1.92,144.73
3397,348.67,142.42,3,5.5,2.5,156.0,145.5,2967.5,12.69,7.64,2.11,19.04
3399,341.0,10.0,1,27.0,1.5,93.0,43.0,2992.0,55.39,5.36,1.03,83.08
3400,374.0,10.0,1,12.0,1.5,114.0,810.0,3272.0,74.72,3.04,1.13,112.08
3402,183.0,10.0,1,20.5,0.5,60.0,407.5,3080.5,90.73,6.19,2.02,136.09
3403,86.67,50.77,3,20.33,6.6,139.0,495.0,3128.67,49.22,6.47,2.47,73.83
3406,109.0,10.0,1,14.0,8.98,53.33,495.67,4492.0,70.15,2.81,1.28,105.22
3408,444.0,24.0,2,8.33,2.87,78.33,391.33,2438.0,97.65,7.48,1.82,146.48
3409,283.0,10.0,1,16.0,8.0,99.5,619.0,4429.5,89.08,8.16,0.9,133.63
3410,68.5,31.5,2,19.0,1.5,128.0,485.0,2976.0,65.8,6.32,1.45,98.69
3412,292.0,10.0,1,24.0,1.5,123.0,494.0,3518.0,14.96,9.42,1.14,22.44
3427,353.0,144.0,2,15.0,1.5,162.0,317.0,1712.0,54.59,5.21,1.97,81.89
3429,234.0,10.0,1,16.0,1.5,110.0,569.0,4463.0,77.41,3.35,0.65,116.12
3430,180.75,99.4,4,16.75,8.53,81.25,463.25,2679.5,82.87,7.58,0.69,124.3
3432,402.0,10.0,1,14.0,9.0,64.5,208.0,3016.0,31.78,8.05,1.63,47.66
3434,340.5,142.5,2,3.0,1.5,136.0,244.0,4063.0,9.67,5.2,2.19,14.5
3437,205.0,10.0,1,11.0,1.5,53.0,926.0,4855.0,42.55,3.76,1.58,63.82
3439,380.67,155.34,3,11.0,1.5,76.0,416.0,3701.0,54.86,4.94,1.07,82.3
3447,409.0,10.0,1,22.5,0.5,67.0,434.0,3265.5,70.97,2.65,1.95,106.46
3448,236.0,41.0,2,12.5,2.5,90.0,625.5,2034.5,32.95,4.45,1.79,49.43
3452,260.67,56.63,3,16.5,9.5,152.5,571.0,3307.5,38.45,7.88,2.12,57.68
3453,188.0,111.0,2,5.0,1.5,52.0,356.0,2120.0,76.59,6.24,0.63,114.88
3454,135.67,121.2,3,19.0,5.0,116.0,665.0,4378.5,61.72,7.3,1.12,92.57
3459,67.0,10.0,1,16.0,1.5,170.0,809.0,1164.0,69.16,3.01,1.06,103.74
3460,267.0,10.0,1,10.0,5.66,70.0,619.0,2459.33,74.33,6.35,1.11,111.5
3461,238.5,163.5,2,21.75,6.87,85.0,533.5,2718.0,54.62,9.49,1.38,81.93
3462,224.67,170.2,3,9.0,1.5,148.0,896.0,1109.0,17.09,4.32,1.86,25.64
3464,430.5,10.5,2,13.0,1.5,24.0,835.0,3934.0,32.54,4.95,1.02,48.81
3465,262.0,101.33,3,10.0,5.87,135.0,383.0,2777.75,76.65,4.04,0.95,114.98
3470,40.0,10.0,1,16.33,7.41,94.0,367.0,3081.0,63.09,3.07,1.91,94.64
3473,386.67,113.85,3,8.0,7.0,132.0,719.5,2615.0,7.77,4.78,1.88,11.66
3489,342.0,10.0,1,16.0,1.5,163.0,670.0,2812.0,36.69,3.49,0.74,55.04
3497,415.0,10.0,1,16.0,1.5,197.0,0.0,1346.0,65.83,1.04,2.21,98.74
3498,209.0,10.0,1,1.0,1.5,120.0,227.0,4881.0,60.2,3.68,1.78,90.3
3500,360.5,126.5,2,26.0,1.5,135.0,805.0,4531.0,35.24,6.5,1.34,52.86
3502,457.0,10.0,1,10.5,5.5,28.5,780.0,3317.5,10.06,1.5,0.67,15.09
3504,358.33,115.02,3,13.5,9.5,80.5,638.0,1990.5,64.96,7.53,1.95,97.44
3506,320.0,10.0,1,20.0,1.5,168.0,596.0,1244.0,61.72,9.32,1.9,92.59
3509,262.0,10.0,1,13.5,8.5,112.5,864.0,2918.0,51.22,8.19,0.74,76.83
3516,243.0,10.0,1,16.0,1.5,126.0,94.0,1958.0,31.92,6.52,1.73,47.87
3518,265.0,10.0,1,9.0,1.5,166.0,355.0,4171.0,77.55,4.04,1.96,116.32
3519,214.0,201.0,2,11.0,1.5,106.0,578.0,3250.0,16.09,7.55,0.98,24.14
3525,389.0,83.93,3,27.0,1.5,199.0,649.0,4609.0,64.36,7.2,1.69,96.54
3526,202.0,10.0,1,2.0,1.5,123.0,455.0,4656.0,9.61,6.67,1.27,14.42
3535,151.5,3.5,2,5.0,1.5,128.0,820.0,4396.0,11.17,9.65,1.76,16.76
3538,316.5,145.5,2,4.67,3.77,140.0,364.33,3672.0,58.74,5.39,1.83,88.1
3540,190.0,10.0,1,19.0,10.0,123.0,744.0,2973.5,19.39,3.64,2.37,29.08
3544,286.0,209.0,2,14.0,12.0,91.5,169.0,2808.0,37.04,8.86,1.39,55.56
3545,114.0,10.0,1,26.0,1.5,70.0,551.0,2177.0,51.79,5.24,1.58,77.68
3546,65.5,32.5,2,17.33,9.46,85.33,481.0,2803.67,6.0,8.57,0.96,9.0
3547,298.75,161.6,4,12.0,5.89,136.67,378.0,3213.33,37.98,9.94,1.61,56.97
3548,239.0,10.0,1,7.0,6.0,77.0,255.0,4401.5,36.94,3.47,2.26,55.4
3549,283.0,10.0,1,7.0,1.5,150.0,812.0,3901.0,53.66,5.15,2.08,80.49
3556,497.0,10.0,1,15.0,1.5,30.0,409.0,2313.0,59.22,5.29,1.6,88.82
3557,127.0,10.0,1,12.5,6.5,132.5,461.0,2073.0,67.98,3.28,1.55,101.98
3560,198.67,134.59,3,7.5,3.5,90.5,600.5,3102.5,41.82,4.19,1.81,62.72
3561,321.0,10.0,1,9.0,1.5,12.0,987.0,1171.0,9.48,3.88,0.93,14.22
3563,47.0,12.0,2,14.0,4.0,132.5,458.0,1390.0,24.7,9.03,2.46,37.05
3577,153.0,10.0,1,23.0,1.5,113.0,972.0,1035.0,50.33,5.18,1.63,75.49
3579,78.0,10.0,1,7.0,1.5,70.0,574.0,2141.0,46.83,9.21,1.41,70.24
3580,236.5,124.5,2,10.33,3.3,69.0,314.67,2236.67,60.64,4.22,2.04,90.96
3581,225.0,16.0,2,17.0,1.5,194.0,487.0,1441.0,87.27,8.31,0.82,130.9
3582,269.0,10.0,1,12.0,1.5,12.0,928.0,2957.0,63.63,6.5,1.47,95.44
3586,245.33,156.79,3,14.0,1.5,181.0,918.0,1630.0,78.13,3.51,1.04,117.2
3587,128.0,10.0,1,12.5,1.5,114.5,706.0,4368.0,33.36,7.92,1.85,50.04
3588,298.0,10.0,1,10.0,1.5,114.5,592.0,2863.0,21.39,1.49,1.56,32.08
3590,114.0,10.0,1,16.0,1.5,83.0,888.0,3659.0,41.9,3.98,1.05,62.84
3591,39.0,10.0,1,10.0,1.5,116.0,93.0,3695.0,84.0,7.78,1.66,126.01
3596,286.0,196.0,2,1.0,1.5,187.0,75.0,4188.0,45.74,2.94,1.61,68.6
3598,24.0,22.0,2,26.0,1.5,19.0,839.0,3237.0,17.95,8.07,0.82,26.92
3606,49.0,10.0,1,11.0,9.0,93.0,327.5,4028.0,68.74,1.37,2.36,103.11
3610,235.0,227.0,2,5.0,1.5,155.0,928.0,2844.0,52.93,8.42,1.42,79.4
3615,279.0,10.0,1,26.0,1.5,73.0,293.0,4234.0,51.08,4.38,0.82,76.63
3621,487.0,10.0,1,21.0,1.5,103.0,547.0,2415.0,80.34,3.73,1.7,120.51
3624,384.0,79.0,2,24.0,1.5,41.0,85.0,3662.0,38.82,7.67,1.11,58.23
3625,111.0,90.28,3,14.0,1.5,23.0,660.0,1831.0,70.21,3.54,2.34,105.32
3630,396.0,10.0,1,19.0,1.5,58.0,394.0,3312.0,53.99,5.92,0.85,80.98
3635,56.0,10.0,1,19.0,9.0,169.5,527.0,2353.5,97.06,5.75,1.76,145.59
3638,168.0,161.0,2,21.0,1.5,152.0,135.0,1226.0,5.77,7.71,1.6,8.65
3639,165.0,10.0,1,18.0,1.5,23.0,678.0,2158.0,6.45,5.53,1.85,9.68
3640,209.0,59.0,2,13.0,4.0,155.0,315.0,2864.5,72.63,3.52,1.66,108.94
3647,67.0,10.0,1,8.5,4.5,83.5,457.5,3177.5,76.52,5.18,1.84,114.77
3650,472.0,10.0,1,12.33,9.39,179.33,448.0,3298.67,42.53,6.24,0.77,63.8
3651,312.0,10.0,1,23.0,1.5,27.0,487.0,1513.0,30.62,5.92,1.36,45.94
3653,469.0,10.0,1,20.0,5.48,109.25,233.75,2932.75,44.96,6.51,1.23,67.44
3654,7.0,10.0,1,17.75,6.3,116.25,385.75,4004.25,50.61,7.89,0.82,75.91
3660,75.0,10.0,1,23.0,1.5,143.0,613.0,2810.0,46.21,8.25,1.76,69.31
3674,350.0,10.0,1,1.0,1.5,126.0,162.0,2862.0,39.76,5.54,1.07,59.64
3675,179.0,10.0,1,6.0,1.5,64.0,959.0,4519.0,56.76,2.02,1.12,85.14
3678,64.5,5.5,2,29.0,1.5,51.0,0.0,2459.0,31.36,6.55,1.39,47.04
3687,406.0,10.0,1,19.0,1.5,136.0,900.0,1905.0,31.35,2.43,0.83,47.03
3689,337.67,69.52,3,10.0,1.5,198.0,842.0,4562.0,43.49,3.78,1.21,65.24
3691,244.0,168.0,2,11.0,5.0,74.0,196.0,4191.0,21.44,8.28,2.2,32.15
3694,462.0,10.0,1,11.0,1.5,170.0,755.0,1393.0,62.29,7.86,0.82,93.44
3697,31.0,10.0,1,24.5,1.5,113.5,690.0,2011.0,63.24,1.35,1.53,94.86
3698,313.5,140.5,2,13.0,1.5,48.0,480.0,3575.0,60.5,2.51,2.13,90.75
3699,55.0,10.0,1,23.5,3.5,125.5,413.0,4213.0,17.93,9.14,1.16,26.9
3701,182.33,140.23,3,20.67,6.94,91.33,510.67,4500.33,38.3,1.74,2.31,57.45
3705,351.0,10.0,1,10.0,1.5,160.0,453.0,2223.0,47.95,1.65,0.91,71.93
3707,489.0,10.0,1,16.5,11.5,172.0,590.5,3160.5,19.23,2.79,1.02,28.84
3714,262.5,78.2,4,14.5,9.5,42.0,250.0,2234.0,54.5,8.78,1.84,81.75
3719,332.0,54.0,2,20.0,1.5,47.0,861.0,2213.0,56.73,7.87,1.96,85.1
3722,233.0,126.25,3,7.0,1.5,26.0,139.0,2197.0,39.09,3.88,1.96,58.64
3728,249.0,10.0,1,27.0,1.5,130.0,652.0,3024.0,64.92,6.7,1.52,97.39
3730,433.0,10.0,1,29.0,1.5,58.0,597.0,3377.0,84.4,3.89,0.6,126.6
3733,135.0,73.95,3,2.33,1.25,83.33,648.33,2816.0,60.81,4.66,1.2,91.21
3734,210.0,10.0,1,22.0,1.5,109.0,566.0,4302.0,74.93,8.88,1.94,112.4
3737,148.0,10.0,1,15.0,1.5,127.0,253.0,4468.0,58.28,5.0,1.6,87.43
3740,270.5,191.5,2,15.5,10.5,174.0,477.0,2585.5,84.67,5.02,1.88,127.0
3741,18.0,10.0,1,13.0,1.5,107.0,674.0,4410.0,25.51,5.07,1.54,38.26
3742,308.0,10.0,1,6.0,1.5,166.0,773.0,2528.0,41.52,2.49,1.18,62.28
3748,259.67,110.4,3,9.67,2.49,108.67,247.33,2510.33,66.14,5.38,1.7,99.21
3751,299.0,81.0,2,13.0,7.79,73.0,302.0,3210.0,16.31,2.41,0.58,24.46
3753,74.5,67.5,2,1.0,1.5,61.0,924.0,4866.0,98.21,4.02,1.47,147.32
3756,457.0,10.0,1,19.0,8.0,62.5,812.5,4506.5,77.72,5.75,2.11,116.57
3758,332.0,10.0,1,24.0,1.5,185.0,918.0,3979.0,31.55,2.03,1.55,47.32
3759,258.75,99.58,4,29.0,1.5,181.0,651.0,4265.0,27.25,4.61,1.61,40.88
3760,454.0,10.0,1,22.0,5.0,125.0,498.5,1599.5,35.19,4.22,1.77,52.78
3766,214.0,10.0,1,24.5,2.5,71.0,314.0,2773.5,93.32,8.43,0.59,139.98
3768,331.0,63.75,3,25.0,1.5,94.0,885.0,4209.0,76.4,1.73,0.81,114.6
3778,124.5,42.5,2,9.0,1.5,172.0,332.0,3028.0,83.57,8.18,1.26,125.35
3780,287.75,32.72,4,21.0,1.5,122.0,581.0,3264.0,46.93,5.17,1.18,70.39
3781,85.5,58.5,2,23.0,1.5,161.0,585.0,4597.0,70.83,2.29,1.55,106.24
3782,281.0,33.0,2,5.0,4.0,146.0,785.5,4237.5,30.86,7.36,1.64,46.29
3788,289.0,10.0,1,16.0,10.0,105.5,616.0,3604.5,44.79,7.8,0.62,67.18
3800,55.5,43.5,2,15.0,3.0,102.0,688.0,2047.5,34.94,4.57,2.28,52.41
3801,216.5,47.5,2,20.0,1.5,150.0,247.0,4093.0,93.14,6.74,1.24,139.71
3804,314.0,10.0,1,10.5,4.5,83.0,573.0,3537.5,97.13,9.91,1.28,145.7
3806,165.0,10.0,1,11.5,6.5,173.0,448.5,2474.0,6.01,7.25,1.93,9.02
3807,58.0,10.0,1,9.67,7.36,103.67,787.0,2647.33,43.28,6.12,1.39,64.91
3809,257.5,107.5,2,24.0,1.5,199.0,758.0,1902.0,60.16,6.18,1.9,90.24
3811,349.0,118.0,2,13.0,1.5,155.0,943.0,2782.0,51.47,3.28,1.22,77.21
3813,250.5,62.5,2,3.0,1.5,159.0,739.0,3533.0,56.14,6.57,1.46,84.21
3814,416.0,10.0,1,10.0,2.0,53.0,871.5,4205.0,44.45,7.09,1.28,66.68
3815,106.0,10.0,1,13.5,11.5,95.0,152.0,1211.0,94.38,3.91,1.12,141.57
3820,487.0,10.0,1,20.0,1.5,155.0,668.0,4670.0,50.1,5.91,1.34,75.15
3821,108.0,10.0,1,28.5,0.5,83.5,593.5,4280.0,84.19,3.02,1.11,126.28
3826,313.5,127.5,2,7.0,6.0,145.0,164.0,3197.0,37.88,3.63,2.49,56.82
3831,435.0,10.0,1,15.5,8.5,54.0,482.0,3270.0,71.21,3.97,2.5,106.82
3839,265.0,10.0,1,11.0,1.5,91.0,35.0,2910.0,51.34,3.82,2.15,77.01
3844,84.67,78.18,3,12.0,1.5,191.0,351.0,2975.0,47.67,3.72,1.45,71.51
3846,1.0,10.0,1,20.0,5.76,100.4,515.6,3249.8,38.73,6.27,0.79,58.1
3847,219.0,18.0,2,5.0,1.5,169.0,107.0,2889.0,67.62,5.16,2.08,101.44
3850,144.0,10.0,1,8.5,7.5,98.0,497.0,3862.5,63.83,4.03,2.33,95.74
3851,369.0,10.0,1,6.0,1.5,172.0,43.0,4716.0,61.76,8.41,0.77,92.63
3852,190.0,10.0,1,19.0,1.5,173.0,679.0,4088.0,74.85,6.37,1.64,112.28
3854,65.0,10.0,1,1.0,1.5,45.0,748.0,4088.0,83.7,6.16,1.65,125.54
3858,229.5,162.5,2,9.0,1.5,98.0,346.0,4434.0,10.32,4.1,2.0,15.48
3865,284.0,10.0,1,6.0,1.5,94.0,370.0,3111.0,66.55,5.26,1.27,99.83
3868,328.67,107.04,3,21.25,5.8,150.75,493.25,3643.0,89.25,9.64,1.74,133.88
3880,105.5,86.5,2,10.0,1.5,195.0,87.0,1079.0,11.72,8.71,2.06,17.58
3883,296.0,10.0,1,3.5,1.5,52.5,442.0,1637.0,45.89,4.71,1.68,68.84
3895,146.0,10.0,1,5.0,1.5,31.0,688.0,3972.0,56.78,4.6,1.46,85.17
3896,228.0,10.0,1,21.0,4.0,95.0,817.0,2532.0,78.72,5.0,1.67,118.07
3897,171.0,10.0,1,19.0,6.16,144.0,507.67,2950.33,89.43,4.47,1.09,134.15
3900,329.5,152.87,4,15.5,10.5,175.5,178.0,2921.0,98.5,7.23,0.87,147.75
3912,160.0,103.0,2,8.5,6.5,121.0,557.5,2950.5,98.46,8.07,0.79,147.69
3913,313.0,10.0,1,15.5,6.5,94.0,509.5,1859.0,14.29,2.68,1.22,21.44
3923,4.0,10.0,1,14.0,7.0,111.0,341.0,3793.5,45.83,1.2,1.97,68.74
3931,110.0,10.0,1,8.0,1.5,151.0,420.0,3333.0,86.04,1.9,0.56,129.06
3932,245.0,10.0,1,11.0,1.5,91.0,595.0,4601.0,41.57,6.65,1.04,62.36
3934,69.0,10.0,1,3.0,1.5,88.0,483.0,4868.0,31.82,4.06,1.11,47.73
3935,35.0,10.0,1,17.5,1.5,116.0,462.5,3425.5,55.82,6.61,1.62,83.72
3939,153.5,39.5,2,22.0,1.5,51.0,279.0,1331.0,59.72,8.59,2.11,89.59
3943,195.0,10.0,1,3.0,1.5,125.0,383.0,3879.0,63.41,8.01,0.98,95.12
3944,410.67,71.49,3,13.0,1.5,105.0,152.0,1194.0,65.38,3.35,0.91,98.07
3945,195.0,10.0,1,27.0,1.5,10.0,995.0,3524.0,66.72,2.98,2.09,100.09
3949,462.0,10.0,1,22.0,1.5,61.0,14.0,1155.0,50.45,8.06,1.65,75.68
3956,91.0,10.0,1,14.0,3.0,171.5,665.5,2379.5,43.78,4.91,1.46,65.67
3958,52.0,10.0,1,11.0,1.5,190.0,120.0,3241.0,17.27,8.02,2.31,25.9
3962,306.5,53.5,2,24.0,1.5,112.0,556.0,2127.0,54.69,6.56,0.9,82.04
3963,273.0,117.54,4,14.0,1.5,26.0,634.0,3035.0,45.78,3.99,0.64,68.67
3968,325.0,10.0,1,20.0,1.5,36.0,146.0,3017.0,62.47,2.89,2.05,93.7
3971,186.67,158.17,3,15.0,1.5,164.0,456.0,1653.0,43.59,4.3,1.46,65.39
3975,451.0,10.0,1,11.0,1.5,67.0,256.0,1601.0,18.76,4.24,2.26,28.14
3976,374.0,10.0,1,2.0,1.5,176.0,451.0,4460.0,80.1,7.23,1.92,120.14
3986,174.0,10.0,1,14.0,1.5,85.0,683.0,2922.0,41.98,1.6,1.24,62.97
3988,9.0,10.0,1,23.0,1.5,76.0,81.0,4793.0,81.76,5.86,1.26,122.64
3990,165.0,77.0,2,11.5,0.5,62.5,140.5,2086.0,51.11,6.43,2.24,76.66
3991,330.0,10.0,1,17.0,1.5,97.0,646.0,2507.0,50.94,1.77,1.44,76.41
3997,477.0,10.0,1,12.0,9.0,82.5,463.5,3386.0,73.96,7.08,0.93,110.94
4002,126.0,10.0,1,19.0,1.5,127.0,847.5,3080.0,44.78,6.88,1.05,67.16
4004,17.0,10.0,1,14.0,1.5,58.0,149.0,2285.0,66.18,1.87,2.42,99.27
4006,309.5,155.5,2,12.0,1.5,49.0,805.0,3318.0,30.14,2.87,0.77,45.21
4007,292.0,10.0,1,25.0,1.5,197.0,731.0,1653.0,96.09,3.45,1.5,144.14
4009,102.0,33.0,2,1.0,1.5,91.0,743.0,3365.0,34.27,7.13,0.93,51.4
4013,141.75,92.89,4,16.0,1.5,162.0,403.0,2869.0,45.82,6.72,1.9,68.72
4019,396.0,10.0,1,10.67,4.11,127.67,458.67,2875.33,44.16,7.76,2.2,66.24
4026,205.0,101.14,3,2.0,1.5,72.0,259.0,2052.0,70.6,2.73,1.25,105.89
4029,301.0,10.0,1,18.0,8.49,126.33,870.0,3409.33,48.76,4.64,1.9,73.13
4031,157.0,121.0,2,26.0,1.5,96.0,675.0,2161.0,67.21,5.97,1.6,100.82
4033,289.0,41.0,2,28.0,1.0,139.5,715.0,3323.5,40.92,2.22,1.62,61.38
4035,97.0,58.0,2,22.0,4.0,47.0,236.5,3834.5,20.26,6.62,0.84,30.39
4041,134.0,92.97,3,17.0,5.0,134.5,56.5,3151.0,52.4,6.86,1.7,78.6
4048,131.5,71.5,2,28.0,1.5,162.0,29.0,1833.0,50.82,9.61,1.91,76.23
4050,250.0,10.0,1,4.0,1.5,176.0,66.0,2968.0,37.86,8.1,0.72,56.79
4058,155.0,10.0,1,11.0,7.77,94.4,627.6,2634.8,63.0,6.8,1.16,94.51
4064,176.5,25.5,2,23.0,1.5,142.0,155.0,3553.0,62.4,9.41,2.18,93.6
4067,388.0,57.0,2,18.5,9.5,53.5,170.0,1504.0,36.69,9.99,2.12,55.04
4069,162.0,115.79,4,15.0,1.5,99.0,183.0,3414.0,88.33,3.65,2.0,132.5
4071,310.67,167.74,3,20.0,1.5,112.0,952.0,4132.0,64.89,5.77,1.19,97.34
4076,260.0,10.0,1,16.0,1.5,193.0,408.0,4843.0,54.94,3.28,1.46,82.41
4077,287.5,163.5,2,11.0,1.5,31.0,64.0,1163.0,80.16,5.84,1.25,120.24
4079,487.0,10.0,1,3.0,1.5,85.0,700.0,1795.0,13.51,1.04,1.22,20.26
4081,458.0,10.0,1,15.0,1.5,153.0,424.0,1756.0,30.53,7.88,1.46,45.8
4082,348.67,132.36,3,11.0,1.5,114.0,284.0,1841.0,75.92,9.65,1.5,113.88
4087,343.0,10.0,1,8.0,1.5,15.0,114.0,4191.0,41.07,6.08,1.44,61.6
4091,405.0,10.0,1,15.5,10.5,102.0,653.0,1922.0,86.65,5.02,0.78,129.98
4092,163.67,98.06,3,4.0,1.5,100.0,226.0,1889.0,50.15,9.09,1.37,75.22
4093,213.0,53.0,2,4.75,4.32,58.0,385.25,4392.5,38.13,7.37,0.74,57.2
4099,59.5,0.5,2,15.0,11.0,11.5,526.5,2963.0,66.94,3.05,2.32,100.41
4103,221.0,10.0,1,21.0,1.5,103.0,870.0,1189.0,87.78,8.63,0.64,131.67
4104,103.0,10.0,1,17.33,6.02,123.33,577.67,2882.33,47.14,2.79,1.49,70.71
4110,295.67,140.07,3,13.75,10.89,128.0,789.25,2973.75,66.38,6.15,1.82,99.56
4113,198.5,154.5,2,12.25,4.49,138.25,557.75,3300.75,38.67,6.33,1.27,58.0
4115,172.0,79.0,2,25.5,2.5,38.5,459.0,2920.5,73.02,5.26,1.65,109.54
4119,274.0,10.0,1,6.5,3.5,161.5,878.0,2737.0,62.25,5.53,2.05,93.38
4136,473.0,10.0,1,28.0,1.5,197.0,490.0,3374.0,21.26,5.59,1.04,31.89
4137,276.5,9.5,2,26.5,1.5,113.0,696.5,1274.5,50.1,9.97,1.47,75.15
4138,298.0,123.0,2,28.0,1.5,88.0,78.0,2870.0,91.5,7.79,1.66,137.25
4142,491.0,10.0,1,22.67,3.68,102.67,623.0,1909.33,71.11,4.66,2.18,106.66
4143,380.5,35.5,2,19.0,1.5,162.0,92.0,3954.0,19.63,8.72,0.86,29.45
4145,385.5,93.5,2,22.5,3.5,133.5,569.5,1713.5,32.89,6.06,0.58,49.34
4154,291.5,61.5,2,27.0,1.5,143.0,487.0,3106.0,33.25,3.59,1.68,49.88
4155,385.0,10.0,1,10.0,4.0,185.5,607.5,1992.5,59.28,9.59,1.48,88.93
4156,150.75,141.81,4,14.0,1.5,178.0,669.0,2326.0,61.88,3.08,1.38,92.82
4159,273.5,105.5,2,5.0,1.5,100.0,304.0,2502.0,34.2,5.25,2.34,51.3
4164,451.0,10.0,1,5.5,0.5,34.5,432.0,2444.0,34.16,3.22,1.77,51.24
4170,240.67,64.5,3,14.5,12.5,128.5,17.0,2712.5,47.47,4.02,1.76,71.2
4174,215.33,103.22,3,26.0,1.5,72.0,496.0,2761.0,52.05,5.0,1.54,78.07
4178,325.0,10.0,1,7.0,3.0,87.5,904.5,2468.5,69.68,5.45,1.28,104.51
4180,174.0,216.39,3,4.0,1.5,16.0,896.0,1012.0,36.92,4.45,1.41,55.38
4181,71.0,10.0,1,13.5,12.5,28.5,497.5,3796.5,63.92,9.12,1.12,95.88
4186,214.5,100.5,2,15.0,1.5,63.0,399.0,4381.0,56.7,6.7,2.22,85.05
4190,239.0,76.89,3,20.5,7.5,99.0,268.0,2358.5,48.09,4.65,1.12,72.13
4191,412.0,10.0,1,21.0,1.5,71.0,499.0,4989.0,88.14,6.69,0.97,132.21
4193,35.0,10.0,1,23.0,1.0,133.0,463.5,3318.5,28.81,3.24,1.67,43.22
4197,33.0,10.0,1,21.0,5.0,23.0,445.5,2351.5,21.47,2.38,0.61,32.2
4199,114.0,7.0,2,4.0,1.5,172.0,846.0,2056.0,42.91,9.94,0.8,64.36
4200,486.0,10.0,1,14.0,1.5,105.0,84.0,1942.0,53.96,5.46,2.17,80.93
4201,399.0,100.0,2,6.5,5.5,105.0,851.5,1744.0,42.38,3.24,1.94,63.56
4203,455.0,10.0,1,26.0,1.5,81.5,170.0,2349.5,42.94,4.54,1.92,64.42
4206,4.0,10.0,1,5.0,1.5,177.0,659.0,1529.0,53.47,3.76,1.46,80.21
4208,212.0,10.0,1,3.0,1.5,106.0,279.0,3633.0,62.7,5.77,1.4,94.06
4212,448.0,10.0,1,22.0,1.5,68.0,400.0,1293.0,28.37,3.28,2.11,42.56
4219,300.0,10.0,1,7.0,1.5,16.0,84.0,3509.0,17.3,6.32,1.04,25.95
4220,397.0,10.0,1,5.0,1.5,156.0,431.0,3970.0,30.02,9.43,2.19,45.02
4223,179.5,157.5,2,7.33,4.92,150.67,494.67,2866.33,55.02,4.34,2.4,82.53
4226,126.0,10.0,1,15.0,7.0,92.0,944.5,3498.5,54.69,8.05,1.49,82.04
4229,352.0,10.0,1,9.0,1.5,133.0,239.0,4041.0,30.48,4.24,1.36,45.73
4230,353.0,10.0,1,13.0,3.0,118.0,557.0,3111.5,79.48,6.55,1.4,119.22
4235,406.5,48.5,2,1.0,1.5,65.0,570.0,1556.0,9.09,7.9,1.34,13.64
4236,221.0,10.0,1,9.5,3.5,108.0,171.5,4082.0,17.78,1.93,1.54,26.67
4238,346.0,73.0,2,4.0,1.5,170.0,299.0,4848.0,57.28,4.26,1.56,85.93
4241,282.0,10.0,1,11.0,7.58,135.75,616.25,3421.5,34.66,3.28,0.77,51.99
4242,342.0,10.0,1,22.0,1.5,185.0,332.0,2939.0,36.44,5.2,1.14,54.66
4243,22.0,10.0,1,24.0,1.5,181.0,740.0,2943.0,37.97,5.19,1.96,56.96
4247,453.0,10.0,1,17.67,9.39,121.67,318.67,2469.0,86.23,6.71,1.26,129.34
4252,322.0,87.38,3,6.0,1.5,27.0,989.0,1890.0,94.53,7.31,1.49,141.8
4253,241.0,87.65,3,22.5,6.5,172.0,558.0,2806.5,35.45,5.89,1.52,53.18
4254,350.0,57.0,2,27.0,1.5,157.0,45.0,4924.0,60.18,3.72,1.34,90.27
4258,482.0,10.0,1,17.0,4.0,106.0,597.5,3552.0,17.44,5.72,2.0,26.16
4268,455.0,10.0,1,16.0,1.5,15.0,835.0,1961.0,42.98,6.89,1.54,64.47
4272,359.0,10.0,1,21.0,9.27,85.0,600.67,3051.33,59.28,9.1,1.56,88.92
